# Excluded records with reason (spec v1.0 section 2)
# run date: 2026-08-24
stage	pmid	doi	year	title	reason	basis
1_no_modality_term	32039044	10.3389/fcimb.2019.00459	2019	Assessment of an Antibody-in-Lymphocyte Supernatant Assay for the Etiological Diagnosis of Pneumococcal Pneumonia in Children.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	33664311	10.1038/s41598-021-84423-2	2021	Differences in clinical severity of respiratory viral infections in hospitalized children.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	29786040	10.4103/0366-6999.232791	2018	Human Leukocyte Antigen-A Allele Distribution in Nasopharyngeal Carcinoma Patients Showing Anti-Melanoma-Associated Antigen A or Synovial Sarcoma X-2 T Cell Res	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	33971404	10.1016/j.ebiom.2021.103369	2021	Circulating extracellular vesicles are endowed with enhanced procoagulant activity in SARS-CoV-2 infection.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	36516190	10.1371/journal.pone.0278530	2022	Evaluation of the Kaira COVID-19/Flu/RSV Detection Kit for detection of SARS-CoV-2, influenza A/B, and respiratory syncytial virus: A comparative study with the	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	NOT_FOUND	10.17638/02010261	2014	Characterisation of Treg and Th17 cells in nasopharynx-associated lymphoid tissue and their association with pneumococcal carriage in children and adults	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	34027897	10.1172/jci.insight.147535	2021	The relationship between cytokine and neutrophil gene network distinguishes SARS-CoV-2-infected patients by sex and age.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	36507072	10.1016/j.onehlt.2022.100471	2023	One health system supporting surveillance during COVID-19 epidemic in Abruzzo region, southern Italy.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	29971780	10.1002/ijc.31642	2018	Evaluation of circulating EBV microRNA BART2-5p in facilitating early detection and screening of nasopharyngeal carcinoma.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	35341058	10.7717/peerj.13132	2022	The dynamics of circulating SARS-CoV-2 lineages in Bogor and surrounding areas reflect variant shifting during the first and second waves of COVID-19 in Indones	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	30411781	10.1002/ijc.31967	2019	Vesicle-bound EBV-BART13-3p miRNA in circulation distinguishes nasopharyngeal from other head and neck cancer and asymptomatic EBV-infections.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	31522169	10.1159/000502753	2019	The Glypican-4 Gene Polymorphism rs1048369 and Susceptibility to Epstein-Barr Virus-Positive and -Negative Nasopharyngeal Carcinoma in Northern China.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	28121221	10.1080/15384047.2017.1281493	2017	The association between circulating tumor cells and Epstein-Barr virus activation in patients with nasopharyngeal carcinoma.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	NOT_FOUND	10.21203/rs.3.rs-1635865/v1	2022	Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-COV-2) ­and­ influenza­ virus coinfection during the COVID-19 pandemic	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	36034515	10.1016/j.jcvp.2022.100104	2022	Emergence and evolution of SARS-CoV-2 genetic variants during the Cuban epidemic.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	35577119	10.1016/j.jpeds.2022.05.018	2022	Neuroinflammatory Disease following Severe Acute Respiratory Syndrome Coronavirus 2 Infection in Children.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	33331264	10.4269/ajtmh.20-1340	2020	Case Report: Dengue and COVID-19 Coinfection in Thailand.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	33901641	10.1016/j.tracli.2021.04.004	2021	COVID-19 convalescent plasma as long-term therapy in immunodeficient patients?	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	33297987	10.1186/s12879-020-05674-4	2020	Pneumococcal nasopharyngeal carriage among Bhutanese children hospitalized with clinical pneumonia: serotypes and viral co-infection.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	30546422	10.3892/ol.2018.9512	2018	miR-639 is associated with advanced cancer stages and promotes proliferation and migration of nasopharyngeal carcinoma.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	35171035	10.1128/spectrum.01511-21	2022	Genomic Surveillance of SARS-CoV-2 Lineages Indicates Early Circulation of P.1 (Gamma) Variant of Concern in Southern Brazil.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	36880065	10.1093/ve/vead006	2023	Evolutionary dynamics of respiratory syncytial virus in Buenos Aires: Viral diversity, migration, and subgroup replacement.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	35899968	10.1111/tid.13914	2022	De novo emergence of SARS-CoV-2 spike mutations in immunosuppressed patients.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	36308668	10.1007/s11010-022-04593-z	2023	Pathophysiological involvement of host mitochondria in SARS-CoV-2 infection that causes COVID-19: a comprehensive evidential insight.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	37001559	10.1016/j.jamda.2023.02.105	2023	Protection from Omicron Infection in Residents of Nursing and Retirement Homes in Ontario, Canada.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	34467913	10.1016/j.scitotenv.2021.149743	2021	An innovative approach for the non-invasive surveillance of communities and early detection of SARS-CoV-2 via solid waste analysis.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	34253173	10.1186/s12884-021-03985-1	2021	Clinical relevance of SARS-CoV-2 infection in late pregnancy.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	28595906	10.1016/j.bbrc.2017.06.011	2017	Construction of EGFR peptide gefitinib/quantum dots long circulating polymeric liposomes for treatment and detection of nasopharyngeal carcinoma.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	34046372	10.3389/fped.2021.620598	2021	Sars-Cov2 Not Detected in a Pediatric Population With Acute Respiratory Infection in Primary Care in Central and Southern Italy From November 2019 to Early Marc	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	31438994	10.1186/s13014-019-1350-9	2019	Impact of adaptive intensity-modulated radiotherapy on the neutrophil-to-lymphocyte ratio in patients with nasopharyngeal carcinoma.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	32834987	10.1016/j.rmcr.2020.101183	2020	COVID-19 co-infection in a patient with brucella bacteremia.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	35771982	10.1089/bio.2021.0169	2023	Insights from a Rapidly Implemented COVID-19 Biobank Using Electronic Consent and Informatics Tools.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	32319118	10.1111/pai.13263	2020	Two X-linked agammaglobulinemia patients develop pneumonia as COVID-19 manifestation but recover.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	31344600	10.1016/j.bios.2019.111509	2019	Dual-function nanostructured platform for isolation of nasopharyngeal carcinoma circulating tumor cells and EBV DNA detection.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	NOT_FOUND	10.17638/02007568	2014	Characterisation of T Follicular Helper Cell (TFH) in nasopharynx-associated lymphoid tissue and its effect on regulation of immune response to influenza virus	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	35036912	10.1177/2632010x211070774	2022	Rare but Potentially Fatal Presentations of Diffuse Large B-cell Lymphoma: Leukemic Phase or Hemophagocytic Syndrome in Bone Marrow.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	31452741	10.3892/ol.2019.10560	2019	Detection and clinical significance of circulating tumor cells in patients with nasopharyngeal carcinoma.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	33807649	10.3390/vaccines9030224	2021	Safety and Immunogenicity of a Novel Intranasal Influenza Vaccine (NasoVAX): A Phase 2 Randomized, Controlled Trial.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	35213571	10.1371/journal.pone.0263678	2022	Whole genome sequence analysis showing unique SARS-CoV-2 lineages of B.1.524 and AU.2 in Malaysia.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	31044420	10.1002/ijc.32380	2019	Relationship of circulating tumor cells and Epstein-Barr virus DNA to progression-free survival and overall survival in metastatic nasopharyngeal carcinoma pati	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	35802840	10.1164/rccm.202112-2700oc	2022	Human Infection Challenge with Serotype 3 Pneumococcus.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	36054097	10.1371/journal.pone.0272415	2022	Clinical and epidemiological characteristics of influenza virus infection in hospitalized children with acute respiratory infections in Sri Lanka.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	33991487	10.1016/j.cell.2021.04.025	2021	Transmission, infectivity, and neutralization of a spike L452R SARS-CoV-2 variant.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	27649366	10.1097/inf.0000000000001341	2017	Prevalence of Pneumococcal Nasopharyngeal Carriage Among Children 2-18 Months of Age: Baseline Study Pre Introduction of Pneumococcal Vaccination in Cuba.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	29121080	10.1371/journal.pone.0187642	2017	Respiratory syncytial virus elicits enriched CD8+ T lymphocyte responses in lung compared with blood in African green monkeys.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	36002356	10.1016/j.ijmmb.2022.08.001	2022	Influenza virus and its subtypes circulating during 2018-2019: A hospital-based study from Assam.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	35668857	10.2147/idr.s360238	2022	Clinical Implication of the Effect of the Production of Neutralizing Antibodies Against SARS-Cov-2 for Chronic Immune Thrombocytopenia Flare-Up Associated with 	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	35208761	10.3390/microorganisms10020306	2022	Comparative Analysis of Five Multiplex RT-PCR Assays in the Screening of SARS-CoV-2 Variants.	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
1_no_modality_term	31907338	10.18632/aging.102618	2020	Downregulation of ABI2 expression by EBV-miR-BART13-3p induces epithelial-mesenchymal transition of nasopharyngeal carcinoma cells through upregulation of c-JUN	no_single_cell_modality_term_in_title_or_abstract	no single-cell/CyTOF/CITE-seq/spatial term in retrieved title or abstract
